Term,P-value,Adjusted P-value,Combined Score,Genes
Protein Targeting To Vacuole (GO:0006623),0.081021316,0.784516022,7.890278781,AP4M1;GGA3;HGS
DNA-templated Transcription Termination (GO:0006353),0.081720715,0.784516022,11.59847687,SCAF8;POLR3K
Dicarboxylic Acid Catabolic Process (GO:0043649),0.081720715,0.784516022,11.59847687,GOT2;GLUL
Establishment Of Melanosome Localization (GO:0032401),0.081720715,0.784516022,11.59847687,BLOC1S5;MKKS
Lymphocyte Mediated Immunity (GO:0002449),0.081720715,0.784516022,11.59847687,MSH2;GNL1
Apoptotic Process (GO:0006915),0.083181268,0.784516022,4.105474487,BAG6;TCHP;TRAF7;IRF3;TNFSF12;BRAT1;CIDEB;CXCR4;TSC2;IKBKG;PAK4
Regulation Of RNA Splicing (GO:0043484),0.086456488,0.784516022,4.972474017,HNRNPL;AKAP17A;SGF29;HNRNPLL;RBM12;CLK2
Protein Methylation (GO:0006479),0.08673169,0.784516022,7.43616827,PRMT7;CARM1;METTL21A
Nucleotide-Excision Repair (GO:0006289),0.086958877,0.784516022,6.098865041,POLA1;SLX4;NTHL1;ERCC1
Mitochondrial Gene Expression (GO:0140053),0.089612611,0.784516022,4.848884687,MRPL40;MRPS24;MRPS12;MRPL39;MRPL14;MRPL9
Golgi To Vacuole Transport (GO:0006896),0.09083696,0.784516022,10.36757787,AP4M1;AP3D1
Ribosomal Small Subunit Assembly (GO:0000028),0.09083696,0.784516022,10.36757787,LOC102724159;PWP2
Hippo Signaling (GO:0035329),0.09083696,0.784516022,10.36757787,MOB1A;TEAD2
Negative Regulation Of Rho Protein Signal Transduction (GO:0035024),0.09083696,0.784516022,10.36757787,STMN1;RASIP1
Negative Regulation Of Cellular Senescence (GO:2000773),0.09083696,0.784516022,10.36757787,FZR1;YBX1
Neural Tube Development (GO:0021915),0.09083696,0.784516022,10.36757787,DVL1;ZNF358
Regulation Of Intracellular Protein Transport (GO:0033157),0.092607045,0.784516022,7.017153551,FRAT1;CEP131;OAZ2
Base-Excision Repair (GO:0006284),0.092607045,0.784516022,7.017153551,NTHL1;XRCC1;POLG
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),0.092607045,0.784516022,7.017153551,YEATS4;DMAP1;HDGFL2
Histone Modification (GO:0016570),0.096177779,0.784516022,5.00312319,CARM1;HDAC11;SIRT4;YEATS4;DMAP1
Cardiac Muscle Cell Contraction (GO:0086003),0.100233114,0.784516022,9.320270758,FGF12;KCNJ2
Response To Ethanol (GO:0045471),0.100233114,0.784516022,9.320270758,GLRA2;GOT2
Melanosome Localization (GO:0032400),0.100233114,0.784516022,9.320270758,BLOC1S5;MKKS
RNA Processing (GO:0006396),0.100579709,0.784516022,3.864726765,HNRNPL;PRPF4;ALKBH5;SF3B2;PRPF6;SCNM1;PDCD7;HNRNPU;DDX54
Regulation Of Multicellular Organismal Development (GO:2000026),0.10066787,0.784516022,5.419736259,BAG6;EHMT1;SGF29;CD24
Positive Regulation Of Autophagy (GO:0010508),0.102852936,0.784516022,4.389909928,ENDOG;DHRSX;TSC2;IKBKG;SUPT5H;DCN
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.104830977,0.784516022,6.270773376,GGA1;GGA3;GORASP2
Fatty Acid Transport (GO:0015908),0.104830977,0.784516022,6.270773376,LYPLA1;GOT2;SLC27A4
Maturation Of SSU-rRNA (GO:0030490),0.104830977,0.784516022,6.270773376,DHX37;LOC102724159;PWP2
Membrane Assembly (GO:0071709),0.104830977,0.784516022,6.270773376,NLGN4Y;UGCG;TLCD2
Response To Retinoic Acid (GO:0032526),0.105446667,0.784516022,5.215159982,ALDH1A2;HTRA2;ASCL1;MICB
Histone Acetylation (GO:0016573),0.105446667,0.784516022,5.215159982,YEATS4;TAF6;SGF29;DMAP1
Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.109836163,0.784516022,4.179910456,FRAT1;MRPS12;ILK;RSPO3;DKK2;RNF220
DNA Catabolic Process (GO:0006308),0.109884244,0.784516022,8.421014699,MUS81;ENDOG
Regulation Of Megakaryocyte Differentiation (GO:0045652),0.109884244,0.784516022,8.421014699,H4C9;MTURN
Regulation Of Neuroinflammatory Response (GO:0150077),0.109884244,0.784516022,8.421014699,DAGLA;PLCG2
Establishment Of Skin Barrier (GO:0061436),0.109884244,0.784516022,8.421014699,UGCG;STMN1
Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),0.109884244,0.784516022,8.421014699,SIRT4;TRIB3
Negative Regulation Of Telomere Maintenance Via Telomerase (GO:0032211),0.109884244,0.784516022,8.421014699,TINF2;HNRNPU
Positive Regulation Of Activated T Cell Proliferation (GO:0042104),0.109884244,0.784516022,8.421014699,IGF2;CD24
Protein Heterooligomerization (GO:0051291),0.109884244,0.784516022,8.421014699,ZNF746;FARSA
Histone H4 Acetylation (GO:0043967),0.111168433,0.784516022,5.937614386,KANSL3;YEATS4;DMAP1
Internal Peptidyl-Lysine Acetylation (GO:0018393),0.111168433,0.784516022,5.937614386,BAG6;YEATS4;DMAP1
Positive Regulation Of Intracellular Transport (GO:0032388),0.111168433,0.784516022,5.937614386,EHD1;CEP131;OAZ2
Integrin-Mediated Signaling Pathway (GO:0007229),0.112107024,0.784516022,4.440964383,ITGA1;ITGA11;ILK;ITGBL1;BCAR1
Negative Regulation Of Cell Cycle (GO:0045786),0.112107024,0.784516022,4.440964383,TP53I13;HTRA2;SCRIB;TAF6;MEN1
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),0.112107024,0.784516022,4.440964383,FRAT1;MRPS12;ILK;DKK2;RNF220
Protein Autophosphorylation (GO:0046777),0.115073757,0.784516022,3.651575523,STK10;PDGFRA;GRK5;STK25;CHEK2;MKNK2;VRK1;CLK2
Notch Signaling Pathway (GO:0007219),0.117648666,0.784516022,5.627846877,TRAF7;ASCL1;DLL3
DNA Methylation (GO:0006306),0.119766658,0.784516022,7.642637141,EHMT2;EHMT1
Transport Along Microtubule (GO:0010970),0.119766658,0.784516022,7.642637141,BLOC1S1;BORCS8
Glutamate Metabolic Process (GO:0006536),0.119766658,0.784516022,7.642637141,GOT2;GLUL
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077),0.119766658,0.784516022,7.642637141,NUMB;PPP2R5A
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),0.124265941,0.784516022,5.339352694,POLA1;ERCC1;PRPF19
Protein Localization To Lysosome (GO:0061462),0.124265941,0.784516022,5.339352694,AP4M1;GGA3;HGS
Endocytic Recycling (GO:0032456),0.125551492,0.784516022,4.488955281,EHD1;HGS;CCDC22;ARF6
Negative Regulation Of Cell Death (GO:0060548),0.125551492,0.784516022,4.488955281,MECOM;DPP9;HTRA2;IKBKG
Protein N-linked Glycosylation (GO:0006487),0.125551492,0.784516022,4.488955281,ST6GAL1;FUT8;ALG12;MOGS
DNA Replication Initiation (GO:0006270),0.129857854,0.784516022,6.964042115,POLA1;LRWD1
Skin Epidermis Development (GO:0098773),0.129857854,0.784516022,6.964042115,UGCG;STMN1
Histone H2A Acetylation (GO:0043968),0.129857854,0.784516022,6.964042115,YEATS4;DMAP1
Negative Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010804),0.129857854,0.784516022,6.964042115,H2BC11;GPS2
Positive Regulation Of Interferon-Alpha Production (GO:0032727),0.129857854,0.784516022,6.964042115,IRF3;IRF7
Canonical Wnt Signaling Pathway (GO:0060070),0.130813784,0.784516022,4.327775131,FRAT1;WNT2B;DVL1;DVL2
DNA Integrity Checkpoint Signaling (GO:0031570),0.131014482,0.784516022,5.070250524,CHEK2;PRPF19;RHNO1
Translational Elongation (GO:0006414),0.131014482,0.784516022,5.070250524,EEF1D;GTPBP2;GCN1
Double-Strand Break Repair (GO:0006302),0.133505117,0.784516022,3.272125149,MUS81;POLA1;SLX4;CHEK2;ERCC1;SLX1A;PRPF19;INIP
Regulation Of Primary Metabolic Process (GO:0080090),0.137888489,0.784516022,4.818864446,PLCG2;GPS2;ADIPOR1
mRNA Transcription (GO:0009299),0.137888489,0.784516022,4.818864446,HSF1;TAF4B;TAF6
Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),0.137888489,0.784516022,4.818864446,MED22;MED20;MED9
Regulation Of Histone Acetylation (GO:0035065),0.140136464,0.784516022,6.368626395,MYBBP1A;THAP7
Response To Gamma Radiation (GO:0010332),0.140136464,0.784516022,6.368626395,HSF1;MEN1
Negative Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0045744),0.140136464,0.784516022,6.368626395,GRK2;STMN1
Oligosaccharide Biosynthetic Process (GO:0009312),0.140136464,0.784516022,6.368626395,FUT8;ST6GALNAC5
Positive Regulation Of Cholesterol Efflux (GO:0010875),0.140136464,0.784516022,6.368626395,GPS2;ABCA7
Positive Regulation Of Cilium Assembly (GO:0045724),0.140136464,0.784516022,6.368626395,PPP1R35;CROCC
Regulation Of Catabolic Process (GO:0009894),0.140136464,0.784516022,6.368626395,HGS;CHEK2
GDP-mannose Metabolic Process (GO:0019673),0.141278899,0.784516022,15.84238191,GMPPB
Golgi Disassembly (GO:0090166),0.141278899,0.784516022,15.84238191,VRK1
L-aspartate Import Across Plasma Membrane (GO:0140009),0.141278899,0.784516022,15.84238191,SLC1A5
L-aspartate Transmembrane Transport (GO:0070778),0.141278899,0.784516022,15.84238191,SLC1A5
Regulation Of Glycogen (Starch) Synthase Activity (GO:2000465),0.141278899,0.784516022,15.84238191,IGF2
RNA Decapping (GO:0110154),0.141278899,0.784516022,15.84238191,DCPS
T-helper 2 Cell Differentiation (GO:0045064),0.141278899,0.784516022,15.84238191,MEN1
Adiponectin-Activated Signaling Pathway (GO:0033211),0.141278899,0.784516022,15.84238191,APPL1
Regulation Of Macrophage Apoptotic Process (GO:2000109),0.141278899,0.784516022,15.84238191,IRF7
Aspartate Metabolic Process (GO:0006531),0.141278899,0.784516022,15.84238191,GOT2
Regulation Of Neutrophil Extravasation (GO:2000389),0.141278899,0.784516022,15.84238191,CD99
Behavioral Fear Response (GO:0001662),0.141278899,0.784516022,15.84238191,HTR2C
Regulation Of Protein Depolymerization (GO:1901879),0.141278899,0.784516022,15.84238191,MAP1S
Regulation Of Resting Membrane Potential (GO:0060075),0.141278899,0.784516022,15.84238191,KCNJ2
Regulation Of Superoxide Metabolic Process (GO:0090322),0.141278899,0.784516022,15.84238191,BST1
Regulation Of System Process (GO:0044057),0.141278899,0.784516022,15.84238191,HTR2C
Regulation Of Thymocyte Apoptotic Process (GO:0070243),0.141278899,0.784516022,15.84238191,JAK3
Regulation Of Transmission Of Nerve Impulse (GO:0051969),0.141278899,0.784516022,15.84238191,FGF12
Chemokine (C-X-C Motif) Ligand 12 Signaling Pathway (GO:0038146),0.141278899,0.784516022,15.84238191,CXCR4
Regulation Of Voltage-Gated Sodium Channel Activity (GO:1905150),0.141278899,0.784516022,15.84238191,FGF12
Renal Filtration Cell Differentiation (GO:0061318),0.141278899,0.784516022,15.84238191,CD24
Ruffle Assembly (GO:0097178),0.141278899,0.784516022,15.84238191,ARF6
snRNA Modification (GO:0040031),0.141278899,0.784516022,15.84238191,MEPCE
Establishment Of Lymphocyte Polarity (GO:0001767),0.141278899,0.784516022,15.84238191,SCRIB
"Establishment Of Mitochondrion Localization, Microtubule-Mediated (GO:0034643)",0.141278899,0.784516022,15.84238191,MAP1S
Succinate Transport (GO:0015744),0.141278899,0.784516022,15.84238191,SLC25A11
Synaptic Vesicle Uncoating (GO:0016191),0.141278899,0.784516022,15.84238191,SH3GL1
tRNA Transport (GO:0051031),0.141278899,0.784516022,15.84238191,YBX1
Glomerular Epithelial Cell Differentiation (GO:0072311),0.141278899,0.784516022,15.84238191,CD24
Glutamate Catabolic Process (GO:0006538),0.141278899,0.784516022,15.84238191,GLUL
Glycolipid Transport (GO:0046836),0.141278899,0.784516022,15.84238191,CPTP
Heterocycle Catabolic Process (GO:0046700),0.141278899,0.784516022,15.84238191,GOT2
Interleukin-4-Mediated Signaling Pathway (GO:0035771),0.141278899,0.784516022,15.84238191,JAK3
Leukocyte Apoptotic Process (GO:0071887),0.141278899,0.784516022,15.84238191,IRF3
Maintenance Of DNA Repeat Elements (GO:0043570),0.141278899,0.784516022,15.84238191,MSH2
Negative Regulation Of B Cell Receptor Signaling Pathway (GO:0050859),0.141278899,0.784516022,15.84238191,GPS2
Negative Regulation Of Glial Cell Proliferation (GO:0060253),0.141278899,0.784516022,15.84238191,RNF10
Negative Regulation Of Histone Acetylation (GO:0035067),0.141278899,0.784516022,15.84238191,THAP7
Negative Regulation Of Myeloid Cell Apoptotic Process (GO:0033033),0.141278899,0.784516022,15.84238191,IRF7
Negative Regulation Of Protein Polyubiquitination (GO:1902915),0.141278899,0.784516022,15.84238191,GPS2
Negative Regulation Of Relaxation Of Muscle (GO:1901078),0.141278899,0.784516022,15.84238191,GRK2
Notochord Development (GO:0030903),0.141278899,0.784516022,15.84238191,PPP1R35
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721),0.141278899,0.784516022,15.84238191,PLCG2
"Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)",0.141278899,0.784516022,15.84238191,RSPO3
Positive Regulation Of Cholesterol Storage (GO:0010886),0.141278899,0.784516022,15.84238191,EHD1
Positive Regulation Of Gonad Development (GO:1905941),0.141278899,0.784516022,15.84238191,DHX37
Positive Regulation Of Male Gonad Development (GO:2000020),0.141278899,0.784516022,15.84238191,DHX37
Positive Regulation Of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035360),0.141278899,0.784516022,15.84238191,GPS2
Positive Regulation Of Protein Localization To Cilium (GO:1903566),0.141278899,0.784516022,15.84238191,CROCC
Purine-Containing Compound Catabolic Process (GO:0072523),0.141278899,0.784516022,15.84238191,NUDT1
Regulation Of Apoptotic DNA Fragmentation (GO:1902510),0.141278899,0.784516022,15.84238191,DFFA
Regulation Of Blood Vessel Remodeling (GO:0060312),0.141278899,0.784516022,15.84238191,CST3
B Cell Activation (GO:0042113),0.142779181,0.784516022,3.63101568,MSH2;PLCG2;GPS2;AKAP17A;JAK3
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),0.144882152,0.784516022,4.583697291,IGF2;TSC2;SLC27A4
Bone Development (GO:0060348),0.144882152,0.784516022,4.583697291,LRRC17;OGN;PLS3
Embryonic Organ Morphogenesis (GO:0048562),0.144882152,0.784516022,4.583697291,PDGFRA;PPP1R35;MFAP2
Synaptic Vesicle Recycling (GO:0036465),0.144882152,0.784516022,4.583697291,NLGN4Y;AP3D1;AP3S2
Regulation Of Transcription By RNA Polymerase II (GO:0006357),0.146718993,0.784516022,2.220342273,RNF10;SMARCB1;EHMT2;HNRNPU;EHMT1;YEATS4;SGF29;YBX1;AATF;MEOX2;PTMS;MED12;SOX2;MECOM;BCL7B;ZNF525;ZNF524;IKBKG;IER2;TEAD2;ZNF124;MEN1;PELP1;HES6;MED9;OLIG1;OLIG2;HIC1;DCN;PRPF6;IRF3;THAP7;MED20;IRF7;TRIB3;ZNF358;ARHGEF2;GTF2A2;LIN37;ATF6B;ZBTB46;GPS2;FOXO4;ASCL1;DVL1;HSF1;DVL2;ZNF746;ZBED1;DMAP1;MSC;ZNF784;ZSCAN18;ZNF101;ZNF580;CBX4;IRF2BP1;IGF2;ZNF76;WWP2;ZBTB12;FOXN4;SUPT5H;MYBBP1A;KANSL3;MAGED4;GTF2IRD1;TAF6;RCOR2
B Cell Differentiation (GO:0030183),0.147128866,0.784516022,3.885948853,MSH2;PLCG2;GPS2;JAK3
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),0.150582213,0.784516022,5.843162257,MSH2;GNL1
"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)",0.150582213,0.784516022,5.843162257,HNRNPU;YBX1
Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),0.150582213,0.784516022,5.843162257,IRF3;IRF7
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),0.150582213,0.784516022,5.843162257,BCAR1;MICB
Protein N-linked Glycosylation Via Asparagine (GO:0018279),0.150582213,0.784516022,5.843162257,ST6GAL1;FUT8
Positive Regulation Of Protein Transport (GO:0051222),0.158420543,0.784516022,3.622425867,CEP131;MYO18A;OAZ2;ARF6
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.158420543,0.784516022,3.622425867,GRK5;RGS16;TULP3;KCTD12
Homotypic Cell-Cell Adhesion (GO:0034109),0.159205229,0.784516022,4.156792268,PDGFRA;ILK;CD99
Protein Sumoylation (GO:0016925),0.159205229,0.784516022,4.156792268,CBX4;SUMO3;ZBED1
Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),0.161175868,0.784516022,5.376994841,CST3;SOX2
Regulation Of Cytoplasmic Translation (GO:2000765),0.161175868,0.784516022,5.376994841,HNRNPU;YBX1
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",0.161175868,0.784516022,5.376994841,PRPF4;PRPF6
Regulation Of Microtubule Depolymerization (GO:0031114),0.161175868,0.784516022,5.376994841,MAP1S;ARHGEF2
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),0.16140016,0.784516022,2.919844444,LRRC14;HES6;WWP2;CACTIN;MTURN;PEX14;MEN1
Negative Regulation Of Protein Phosphorylation (GO:0001933),0.16140016,0.784516022,2.919844444,NIBAN1;SNX25;DVL1;TSC2;TRIB3;CACTIN;MEN1
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),0.164183103,0.784516022,3.498982502,PARPBP;YEATS4;DMAP1;HDGFL2
Synapse Assembly (GO:0007416),0.164183103,0.784516022,3.498982502,NLGN4Y;PCDHB2;DVL1;LGI2
Protein Autoubiquitination (GO:0051865),0.164183103,0.784516022,3.498982502,RNF10;WWP2;RNF122;RNF220
protein-RNA Complex Assembly (GO:0022618),0.165253953,0.784516022,2.861765455,SART1;TRAF7;PRPF6;PRMT7;LOC102724159;PWP2;PRPF19
Golgi To Plasma Membrane Transport (GO:0006893),0.166523081,0.784516022,3.962765987,GGA1;GGA3;CCDC22
Regulation Of Centriole Elongation (GO:1903722),0.167046937,0.784516022,11.58830492,PPP1R35
ATF6-mediated Unfolded Protein Response (GO:0036500),0.167046937,0.784516022,11.58830492,ATF6B
Actin Filament Reorganization (GO:0090527),0.167046937,0.784516022,11.58830492,EFS
Regulation Of Male Gonad Development (GO:2000018),0.167046937,0.784516022,11.58830492,DHX37
Amino-Acid Betaine Metabolic Process (GO:0006577),0.167046937,0.784516022,11.58830492,CPT1C
Regulation Of Pyruvate Dehydrogenase Activity (GO:1904182),0.167046937,0.784516022,11.58830492,SIRT4
Cellular Hyperosmotic Response (GO:0071474),0.167046937,0.784516022,11.58830492,ARHGEF2
Regulation Of Skeletal Muscle Contraction (GO:0014819),0.167046937,0.784516022,11.58830492,KCNJ2
Regulation Of Smooth Muscle Cell Differentiation (GO:0051150),0.167046937,0.784516022,11.58830492,FOXO4
Cellular Response To Interleukin-9 (GO:0071355),0.167046937,0.784516022,11.58830492,JAK3
Regulation Of Translational Termination (GO:0006449),0.167046937,0.784516022,11.58830492,UPF1
Clathrin Coat Disassembly (GO:0072318),0.167046937,0.784516022,11.58830492,SH3GL1
Ribosome-Associated Ubiquitin-Dependent Protein Catabolic Process (GO:1990116),0.167046937,0.784516022,11.58830492,RNF10
Spinal Cord Dorsal/Ventral Patterning (GO:0021513),0.167046937,0.784516022,11.58830492,FOXN4
Sulfur Amino Acid Catabolic Process (GO:0000098),0.167046937,0.784516022,11.58830492,MPST
Synaptic Vesicle Docking (GO:0016081),0.167046937,0.784516022,11.58830492,SNPH
Glycosylceramide Biosynthetic Process (GO:0046476),0.167046937,0.784516022,11.58830492,UGCG
Very Long-Chain Fatty Acid Catabolic Process (GO:0042760),0.167046937,0.784516022,11.58830492,SLC27A4
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012),0.167046937,0.784516022,11.58830492,STMN1
Interleukin-9-Mediated Signaling Pathway (GO:0038113),0.167046937,0.784516022,11.58830492,JAK3
Marginal Zone B Cell Differentiation (GO:0002315),0.167046937,0.784516022,11.58830492,MFNG
Membrane Biogenesis (GO:0044091),0.167046937,0.784516022,11.58830492,TLCD2
Membrane Invagination (GO:0010324),0.167046937,0.784516022,11.58830492,HGS
Mitotic Nuclear Membrane Disassembly (GO:0007077),0.167046937,0.784516022,11.58830492,VRK1
Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033),0.167046937,0.784516022,11.58830492,HSF1
Negative Regulation Of p38MAPK Cascade (GO:1903753),0.167046937,0.784516022,11.58830492,DUSP10
Negative Regulation Of Telomere Capping (GO:1904354),0.167046937,0.784516022,11.58830492,ERCC1
Neurotrophin TRK Receptor Signaling Pathway (GO:0048011),0.167046937,0.784516022,11.58830492,BCAR1
Peptidyl-Arginine Modification (GO:0018195),0.167046937,0.784516022,11.58830492,PRMT7
Pituitary Gland Development (GO:0021983),0.167046937,0.784516022,11.58830492,SOX2
Positive Regulation Of Catecholamine Secretion (GO:0033605),0.167046937,0.784516022,11.58830492,GRK2
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001269),0.167046937,0.784516022,11.58830492,HTRA2
Positive Regulation Of Helicase Activity (GO:0051096),0.167046937,0.784516022,11.58830492,MSH2
Positive Regulation Of Interleukin-23 Production (GO:0032747),0.167046937,0.784516022,11.58830492,PLCG2
Positive Regulation Of Membrane Depolarization (GO:1904181),0.167046937,0.784516022,11.58830492,DCN
Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073),0.167046937,0.784516022,11.58830492,HTR2C
Positive Regulation Of Pinocytosis (GO:0048549),0.167046937,0.784516022,11.58830492,APPL1
Positive Regulation Of Protein Localization To Centrosome (GO:1904781),0.167046937,0.784516022,11.58830492,PARD6A
Positive Regulation Of Synaptic Plasticity (GO:0031915),0.167046937,0.784516022,11.58830492,DBN1
Regulation Of I-kappaB Phosphorylation (GO:1903719),0.167046937,0.784516022,11.58830492,PLCG2
Regulation Of T-helper 1 Cell Differentiation (GO:0045625),0.167046937,0.784516022,11.58830492,JAK3
Plasma Membrane Organization (GO:0007009),0.170019954,0.784516022,3.380694895,UGCG;CXCR4;TLCD2;ABCA7
Negative Regulation Of Cell Differentiation (GO:0045596),0.17110833,0.784516022,2.607316759,SOX2;BCL7B;IGF2;HNRNPU;GPS2;TRIB3;ASCL1;ADIPOR1;MEN1
RNA Splicing (GO:0008380),0.171625002,0.784516022,3.074681017,PRPF4;SF3B2;PRPF6;SCNM1;PDCD7
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),0.171625002,0.784516022,3.074681017,HSF1;MFAP2;EHMT1;CXCR4;ADIPOR1
Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032),0.171899198,0.784516022,4.961455998,KMT5C;HSF1
Carbohydrate Biosynthetic Process (GO:0016051),0.171899198,0.784516022,4.961455998,FUT8;ST6GALNAC5
Negative Regulation Of Protein Localization To Membrane (GO:1905476),0.171899198,0.784516022,4.961455998,NUMB;PPP2R5A
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),0.171899198,0.784516022,4.961455998,TULP3;KIF7
Negative Regulation Of Stress Fiber Assembly (GO:0051497),0.171899198,0.784516022,4.961455998,STMN1;ARHGEF18
Organelle Assembly (GO:0070925),0.172505292,0.784516022,2.404518487,MKKS;RAB3IP;CEP131;AP3D1;HPS6;CPLANE2;TXNDC15;EHD1;AP4M1;TBC1D31;HGS;GORASP2;AP3S2
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.173937487,0.784516022,3.780350979,H2BC11;MIB2;GPS2
